busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,scale,enable_pep,more_params,objective,elapsed_sec
False,11,14,5,60,8,fifo,False,2004,16,True,4,False,False,2.5111680174128628,285.98448276519775
True,6,13,3,43,2,fifo,True,920,16,False,4,False,False,2.4457168054739276,290.5315475463867
False,15,11,5,49,4,fifo,False,1393,16,False,4,False,False,2.441716580585906,295.498375415802
False,2,11,32,55,4,fifo,True,805,16,False,4,False,False,2.5084808974779813,299.7712142467499
False,11,13,2,15,1,fifo,False,860,16,False,4,False,False,2.5816773284904517,303.7602949142456
False,15,3,9,8,2,fifo_wait,True,1665,16,False,4,False,False,2.506147667914961,308.53857827186584
False,15,4,7,36,1,fifo,True,1699,16,False,4,False,False,2.523202752165303,313.9805819988251
True,14,9,30,21,2,fifo,False,1153,16,True,4,False,False,2.4558480487706085,318.00461173057556
False,11,4,27,34,8,fifo,False,1306,16,False,4,False,False,2.4620296486328295,321.9976556301117
True,2,15,8,6,4,fifo_wait,True,1451,16,False,4,False,False,2.729428205655921,326.01271629333496
True,5,11,27,39,4,fifo,False,1170,16,False,4,False,False,2.4161090892819033,329.92056608200073
False,3,11,1,3,4,fifo,False,1312,16,False,4,False,False,2.6440416813710637,334.13381457328796
True,4,14,4,61,16,fifo_wait,False,1900,16,False,4,False,False,2.715178870368489,338.2722051143646
False,6,11,9,7,2,fifo_wait,True,283,16,False,4,False,False,3.121023684908379,342.5130760669708
False,8,5,1,53,2,fifo,True,1270,16,True,4,False,False,2.411590941634331,346.7890465259552
False,12,15,17,23,1,fifo,True,1429,16,False,4,False,False,2.5063389047727433,351.6869659423828
False,8,14,19,19,4,fifo,True,1427,16,False,4,False,False,2.5001571291659346,355.95944714546204
True,4,2,15,49,4,fifo_wait,True,1186,16,False,4,False,False,2.3523800575800387,360.15569019317627
True,3,4,24,51,4,fifo_wait,True,910,16,False,4,False,False,2.4028037979234433,364.2369756698608
True,11,15,2,44,1,fifo,True,878,16,True,4,False,False,2.5996007883963994,368.4012567996979
False,12,9,22,56,16,fifo_wait,False,1895,16,False,4,False,False,2.630486065185816,372.5412638187408
False,16,10,27,49,8,fifo_wait,False,1778,16,False,4,False,False,2.490487367241375,376.6645829677582
False,16,9,3,21,4,fifo_wait,False,2031,16,False,4,False,False,2.4218470524711275,381.00869584083557
