busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,scale,enable_pep,more_params,objective,elapsed_sec
False,2,4,2,2,4,fifo,True,1864,8,True,4,False,False,3.0378100918629194,182.22927689552307
True,15,9,5,40,4,fifo_wait,True,1250,16,True,4,False,False,2.3508077345833343,186.02278208732605
False,15,10,11,54,2,fifo_wait,True,1587,16,False,4,False,False,2.3844448902095716,189.82186317443848
False,3,2,31,54,1,fifo,True,934,16,False,4,False,False,2.7272855140446923,193.7478311061859
False,11,15,13,42,4,fifo_wait,False,1311,16,True,4,False,False,2.426009336320126,197.94680333137512
True,7,1,13,32,1,fifo_wait,True,1102,16,True,4,False,False,2.6132018928619956,201.82390117645264
True,2,11,20,10,2,fifo,False,2010,4,False,4,False,False,3.5490562964875156,205.86738204956055
False,9,14,22,44,2,fifo_wait,False,1434,16,True,4,False,False,2.4224580869428864,210.08730578422544
True,12,10,29,60,2,fifo_wait,False,528,16,True,4,False,False,2.573367767124517,214.1345536708832
False,16,6,8,50,2,fifo_wait,False,2011,16,False,4,False,False,2.4191664878130847,218.4552252292633
False,2,15,1,4,8,fifo_wait,False,652,8,False,4,False,False,3.0916831399427043,222.530752658844
True,12,16,1,30,2,fifo_wait,True,1623,16,True,4,False,False,2.430511750767827,226.41901516914368
True,5,11,30,59,8,fifo_wait,False,568,8,True,4,False,False,2.9340398607950906,230.37884283065796
False,13,16,24,59,1,fifo_wait,False,692,2,False,4,False,False,4.051038879566046,235.65249633789065
True,9,2,4,60,16,fifo,False,1782,16,False,4,False,False,2.7189945915908726,239.80980253219604
False,14,2,6,56,1,fifo,False,1884,16,True,4,False,False,2.5591618023088136,243.92198777198792
True,6,14,20,63,8,fifo_wait,False,2015,16,True,4,False,False,2.4844833227950964,248.9526150226593
False,15,12,31,3,8,fifo,True,994,8,True,4,False,False,3.302431990143301,253.07416987419128
True,10,15,7,26,1,fifo,True,626,16,False,4,False,False,2.642054461452611,258.01809787750244
True,8,16,22,48,4,fifo,True,428,16,False,4,False,False,2.618583693976336,262.3842487335205
True,13,6,10,60,32,fifo_wait,True,2040,4,True,4,False,False,3.8594172858499824,267.0776116847992
False,12,1,16,49,4,fifo,False,791,16,False,4,False,False,2.461880431316336,271.30457496643066
False,15,1,25,60,1,fifo,True,1910,16,False,4,False,False,2.6276448580512053,275.79316902160645
True,15,16,8,55,2,fifo_wait,False,577,16,True,4,False,False,2.507031016333213,280.28148341178894
False,14,5,4,50,8,fifo_wait,True,1261,16,True,4,False,False,2.3957155304771662,285.38786482810974
True,7,8,26,35,4,fifo_wait,False,1522,16,True,4,False,False,2.351196077247778,290.2223222255707
True,13,10,31,39,4,fifo_wait,False,1669,16,True,4,False,False,2.4193577714641803,295.68379616737366
True,5,14,6,48,4,fifo_wait,False,1460,16,True,4,False,False,2.4219735387188464,300.76717138290405
False,4,6,17,54,8,fifo_wait,True,1514,16,True,4,False,False,2.4028335327259205,306.27863097190857
False,5,8,18,41,1,fifo,False,1656,16,False,4,False,False,2.4874793296865647,310.7511394023895
False,14,13,8,50,1,fifo_wait,False,1537,16,True,4,False,False,2.508067773739009,315.65568566322327
True,5,14,11,63,2,fifo,True,2046,16,False,4,False,False,2.464202707865317,321.87607169151306
True,14,5,21,46,2,fifo,False,521,16,True,4,False,False,2.576515461062662,327.5274336338043
False,7,13,2,12,1,fifo,False,1529,16,True,4,False,False,2.554520056254219,331.92299127578735
False,12,13,6,4,32,fifo,True,29,1,True,4,False,False,5.418928148891591,338.1971068382263
True,9,12,27,33,2,fifo,True,685,16,True,4,False,False,2.4644099224307956,343.59400701522827
False,9,8,8,46,2,fifo,True,1373,16,True,4,False,False,2.3977376324270905,352.62703490257263
False,12,10,14,60,1,fifo_wait,True,1940,16,True,4,False,False,2.480022129187302,358.743807554245
True,3,9,18,42,8,fifo_wait,True,1486,16,True,4,False,False,2.3909295325466493,364.7506227493286
False,6,13,30,63,4,fifo_wait,True,2029,16,True,4,False,False,2.4420474947531687,371.4491949081421
True,15,6,22,62,4,fifo_wait,True,1514,16,False,4,False,False,2.371470669984794,378.0039782524109
True,5,1,25,39,8,fifo_wait,False,1584,16,False,4,False,False,2.4280324583503226,383.9877083301544
True,8,6,3,56,8,fifo_wait,True,1552,16,True,4,False,False,2.417769547658729,389.8352937698364
True,6,15,4,52,1,fifo_wait,True,452,16,False,4,False,False,2.832656649586698,397.2107963562012
True,16,4,18,39,16,fifo_wait,True,1617,16,True,4,False,False,2.5554463784462147,403.16814041137695
True,5,4,8,36,8,fifo_wait,True,1708,16,True,4,False,False,2.3732169835319343,408.8802692890167
False,14,8,4,44,4,fifo_wait,True,912,16,False,4,False,False,2.4130685546251796,413.49191308021545
