gratio,rhorx,rhory,rhohx,rhohy,rhoratio,sgrain,ortho,ExecTime
2.56,8,8,35,70,1,64,32,2.84213
2.56,8,8,35,70,1,128,16,3.88885
2.56,8,8,35,70,1,128,32,3.41394
2.56,8,8,35,70,2,32,16,2.71236
2.56,8,8,35,70,2,32,32,2.72546
2.56,8,8,35,70,2,64,16,2.8227
2.56,8,8,35,70,2,64,32,2.83679
2.56,8,8,35,70,2,128,16,3.8771
2.56,8,8,35,70,2,128,32,3.40111
2.56,8,8,70,10,0.5,32,16,2.2173
2.56,8,8,70,10,0.5,32,32,2.23053
2.56,8,8,70,10,0.5,64,16,2.39207
2.56,8,8,70,10,0.5,64,32,2.39372
2.56,8,8,70,10,0.5,128,16,3.41324
2.56,8,8,70,10,0.5,128,32,2.92846
2.56,8,8,70,10,1,32,16,2.13576
2.56,8,8,70,10,1,32,32,2.21879
2.56,8,8,70,10,1,64,16,2.2893
2.56,8,8,70,10,1,64,32,2.28335
2.56,8,8,70,10,1,128,16,3.32424
2.56,8,8,70,10,1,128,32,2.85159
2.56,8,8,70,10,2,32,16,2.11733
2.56,8,8,70,10,2,32,32,2.14588
2.56,8,8,70,10,2,64,16,2.26101
2.56,8,8,70,10,2,64,32,2.2728
2.56,8,8,70,10,2,128,16,3.29072
2.56,8,8,70,10,2,128,32,2.8307
2.56,8,8,70,20,0.5,32,16,2.23073
2.56,8,8,70,20,0.5,32,32,2.30264
2.56,8,8,70,20,0.5,64,16,2.35371
2.56,8,8,70,20,0.5,64,32,2.42155
2.56,8,8,70,20,0.5,128,16,3.42104
2.56,8,8,70,20,0.5,128,32,2.97213
2.56,8,8,70,20,1,32,16,2.1793
2.56,8,8,70,20,1,32,32,2.23296
2.56,8,8,70,20,1,64,16,2.2852
2.56,8,8,70,20,1,64,32,2.3164
2.56,8,8,70,20,1,128,16,3.38777
2.56,8,8,70,20,1,128,32,2.88399
2.56,8,8,70,20,2,32,16,2.20433
2.56,8,8,70,20,2,32,32,2.233
2.56,8,8,70,20,2,64,16,2.32546
2.56,8,8,70,20,2,64,32,2.34666
2.56,8,8,70,20,2,128,16,3.38133
2.56,8,8,70,20,2,128,32,2.94238
2.56,8,8,70,35,0.5,32,16,2.95776
2.56,8,8,70,35,0.5,32,32,3.00066
2.56,8,8,70,35,0.5,64,16,3.082
2.56,8,8,70,35,0.5,64,32,3.11659
2.56,8,8,70,35,0.5,128,16,4.11646
2.56,8,8,70,35,0.5,128,32,3.64937
2.56,8,8,70,35,1,32,16,2.9672
2.56,8,8,70,35,1,32,32,3.01321
2.56,8,8,70,35,1,64,16,3.12857
2.56,8,8,70,35,1,64,32,3.12008
2.56,8,8,70,35,1,128,16,4.10068
2.56,8,8,70,35,1,128,32,3.64163
2.56,8,8,70,35,2,32,16,2.98029
2.56,8,8,70,35,2,32,32,3.03352
2.56,8,8,70,35,2,64,16,3.05761
2.56,8,8,70,35,2,64,32,3.1311
2.56,8,8,70,35,2,128,16,4.06579
2.56,8,8,70,35,2,128,32,3.69278
2.56,8,8,70,70,0.5,32,16,3.15075
2.56,8,8,70,70,0.5,32,32,3.21655
2.56,8,8,70,70,0.5,64,16,3.31831
2.56,8,8,70,70,0.5,64,32,3.31592
2.56,8,8,70,70,0.5,128,16,4.35137
2.56,8,8,70,70,0.5,128,32,3.8577
2.56,8,8,70,70,1,32,16,3.53079
2.56,8,8,70,70,1,32,32,3.58747
2.56,8,8,70,70,1,64,16,3.67891
2.56,8,8,70,70,1,64,32,3.70179
2.56,8,8,70,70,1,128,16,4.60696
2.56,8,8,70,70,1,128,32,4.24652
2.56,8,8,70,70,2,32,16,3.58489
2.56,8,8,70,70,2,32,32,3.57989
2.56,8,8,70,70,2,64,16,3.67718
2.56,8,8,70,70,2,64,32,3.75486
2.56,8,8,70,70,2,128,16,4.65938
2.56,8,8,70,70,2,128,32,4.29373
2.56,8,16,10,10,0.5,32,16,1.90599
2.56,8,16,10,10,0.5,32,32,1.96161
2.56,8,16,10,10,0.5,64,16,1.98397
2.56,8,16,10,10,0.5,64,32,2.08861
2.56,8,16,10,10,0.5,128,16,3.05077
2.56,8,16,10,10,0.5,128,32,2.55949
2.56,8,16,10,10,1,32,16,1.73277
2.56,8,16,10,10,1,32,32,1.79274
2.56,8,16,10,10,1,64,16,1.88444
2.56,8,16,10,10,1,64,32,1.92263
2.56,8,16,10,10,1,128,16,2.94341
2.56,8,16,10,10,1,128,32,2.46407
2.56,8,16,10,10,2,32,16,1.72896
2.56,8,16,10,10,2,32,32,1.75596
2.56,8,16,10,10,2,64,16,1.84824
2.56,8,16,10,10,2,64,32,1.86393
2.56,8,16,10,10,2,128,16,2.90104
2.56,8,16,10,10,2,128,32,2.43305
2.56,8,16,10,20,0.5,32,16,1.9315
2.56,8,16,10,20,0.5,32,32,1.94799
2.56,8,16,10,20,0.5,64,16,1.99436
2.56,8,16,10,20,0.5,64,32,2.06872
2.56,8,16,10,20,0.5,128,16,3.08395
2.56,8,16,10,20,0.5,128,32,2.55498
2.56,8,16,10,20,1,32,16,1.76181
2.56,8,16,10,20,1,32,32,1.81144
2.56,8,16,10,20,1,64,16,1.88078
2.56,8,16,10,20,1,64,32,1.91927
2.56,8,16,10,20,1,128,16,2.9313
2.56,8,16,10,20,1,128,32,2.45464
2.56,8,16,10,20,2,32,16,1.69158
2.56,8,16,10,20,2,32,32,1.7624
2.56,8,16,10,20,2,64,16,1.83253
2.56,8,16,10,20,2,64,32,1.86813
2.56,8,16,10,20,2,128,16,2.91013
2.56,8,16,10,20,2,128,32,2.41374
2.56,8,16,10,35,0.5,32,16,1.92803
2.56,8,16,10,35,0.5,32,32,1.9544
2.56,8,16,10,35,0.5,64,16,1.99434
2.56,8,16,10,35,0.5,64,32,2.02214
2.56,8,16,10,35,0.5,128,16,3.04573
2.56,8,16,10,35,0.5,128,32,2.55942
2.56,8,16,10,35,1,32,16,1.75364
2.56,8,16,10,35,1,32,32,1.8285
2.56,8,16,10,35,1,64,16,1.90297
2.56,8,16,10,35,1,64,32,1.91843
2.56,8,16,10,35,1,128,16,2.96961
2.56,8,16,10,35,1,128,32,2.48492
2.56,8,16,10,35,2,32,16,1.71685
2.56,8,16,10,35,2,32,32,1.75565
2.56,8,16,10,35,2,64,16,1.8372
2.56,8,16,10,35,2,64,32,1.8644
2.56,8,16,10,35,2,128,16,2.92264
2.56,8,16,10,35,2,128,32,2.4271
2.56,8,16,10,70,0.5,32,16,1.86845
2.56,8,16,10,70,0.5,32,32,1.88983
2.56,8,16,10,70,0.5,64,16,2.01422
2.56,8,16,10,70,0.5,64,32,1.99179
2.56,8,16,10,70,0.5,128,16,3.05759
2.56,8,16,10,70,0.5,128,32,2.56462
2.56,8,16,10,70,1,32,16,1.78317
2.56,8,16,10,70,1,32,32,1.82521
2.56,8,16,10,70,1,64,16,1.90066
2.56,8,16,10,70,1,64,32,1.94382
2.56,8,16,10,70,1,128,16,2.92538
2.56,8,16,10,70,1,128,32,2.44851
2.56,8,16,10,70,2,32,16,1.71814
2.56,8,16,10,70,2,32,32,1.76739
2.56,8,16,10,70,2,64,16,1.83821
2.56,8,16,10,70,2,64,32,1.87515
2.56,8,16,10,70,2,128,16,2.91755
2.56,8,16,10,70,2,128,32,2.40107
2.56,8,16,20,10,0.5,32,16,1.90208
2.56,8,16,20,10,0.5,32,32,1.96547
2.56,8,16,20,10,0.5,64,16,2.00974
2.56,8,16,20,10,0.5,64,32,2.03885
2.56,8,16,20,10,0.5,128,16,3.01269
2.56,8,16,20,10,0.5,128,32,2.54261
2.56,8,16,20,10,1,32,16,1.75059
2.56,8,16,20,10,1,32,32,1.81408
2.56,8,16,20,10,1,64,16,1.90852
2.56,8,16,20,10,1,64,32,1.92924
2.56,8,16,20,10,1,128,16,2.97196
2.56,8,16,20,10,1,128,32,2.46688
2.56,8,16,20,10,2,32,16,1.73021
2.56,8,16,20,10,2,32,32,1.75439
2.56,8,16,20,10,2,64,16,1.8174
2.56,8,16,20,10,2,64,32,1.86661
2.56,8,16,20,10,2,128,16,2.9029
2.56,8,16,20,10,2,128,32,2.40438
2.56,8,16,20,20,0.5,32,16,1.90494
2.56,8,16,20,20,0.5,32,32,1.91394
2.56,8,16,20,20,0.5,64,16,2.00539
2.56,8,16,20,20,0.5,64,32,2.00958
2.56,8,16,20,20,0.5,128,16,3.08039
2.56,8,16,20,20,0.5,128,32,2.54611
2.56,8,16,20,20,1,32,16,1.76811
2.56,8,16,20,20,1,32,32,1.77347
2.56,8,16,20,20,1,64,16,1.90279
2.56,8,16,20,20,1,64,32,1.91255
2.56,8,16,20,20,1,128,16,2.95985
2.56,8,16,20,20,1,128,32,2.46159
2.56,8,16,20,20,2,32,16,1.71696
2.56,8,16,20,20,2,32,32,1.73462
2.56,8,16,20,20,2,64,16,1.82014
2.56,8,16,20,20,2,64,32,1.85368
2.56,8,16,20,20,2,128,16,2.92342
2.56,8,16,20,20,2,128,32,2.40947
2.56,8,16,20,35,0.5,32,16,1.89461
2.56,8,16,20,35,0.5,32,32,1.88858
2.56,8,16,20,35,0.5,64,16,1.95675
2.56,8,16,20,35,0.5,64,32,2.00966
2.56,8,16,20,35,0.5,128,16,3.0514
2.56,8,16,20,35,0.5,128,32,2.56927
2.56,8,16,20,35,1,32,16,1.77966
2.56,8,16,20,35,1,32,32,1.8569
2.56,8,16,20,35,1,64,16,1.89267
2.56,8,16,20,35,1,64,32,1.9539
2.56,8,16,20,35,1,128,16,2.98656
2.56,8,16,20,35,1,128,32,2.44117
2.56,8,16,20,35,2,32,16,1.72987
2.56,8,16,20,35,2,32,32,1.76786
2.56,8,16,20,35,2,64,16,1.87042
2.56,8,16,20,35,2,64,32,1.88162
2.56,8,16,20,35,2,128,16,2.91963
2.56,8,16,20,35,2,128,32,2.41466
2.56,8,16,20,70,0.5,32,16,1.85902
2.56,8,16,20,70,0.5,32,32,1.93449
2.56,8,16,20,70,0.5,64,16,1.97971
2.56,8,16,20,70,0.5,64,32,2.01683
2.56,8,16,20,70,0.5,128,16,3.07142
2.56,8,16,20,70,0.5,128,32,2.57586
2.56,8,16,20,70,1,32,16,1.82462
2.56,8,16,20,70,1,32,32,1.83834
2.56,8,16,20,70,1,64,16,1.93537
2.56,8,16,20,70,1,64,32,1.93911
2.56,8,16,20,70,1,128,16,2.98395
2.56,8,16,20,70,1,128,32,2.56285
2.56,8,16,20,70,2,32,16,1.77134
2.56,8,16,20,70,2,32,32,1.81422
2.56,8,16,20,70,2,64,16,1.89909
2.56,8,16,20,70,2,64,32,1.93179
2.56,8,16,20,70,2,128,16,2.96562
2.56,8,16,20,70,2,128,32,2.49329
2.56,8,16,35,10,0.5,32,16,1.8599
2.56,8,16,35,10,0.5,32,32,1.90287
2.56,8,16,35,10,0.5,64,16,2.00136
2.56,8,16,35,10,0.5,64,32,2.00997
2.56,8,16,35,10,0.5,128,16,3.0564
2.56,8,16,35,10,0.5,128,32,2.55486
2.56,8,16,35,10,1,32,16,1.74614
2.56,8,16,35,10,1,32,32,1.80109
2.56,8,16,35,10,1,64,16,1.91501
2.56,8,16,35,10,1,64,32,1.93227
2.56,8,16,35,10,1,128,16,2.97231
2.56,8,16,35,10,1,128,32,2.44218
2.56,8,16,35,10,2,32,16,1.69847
2.56,8,16,35,10,2,32,32,1.75942
2.56,8,16,35,10,2,64,16,1.83362
2.56,8,16,35,10,2,64,32,1.8899
2.56,8,16,35,10,2,128,16,2.90977
2.56,8,16,35,10,2,128,32,2.42175
2.56,8,16,35,20,0.5,32,16,1.88044
2.56,8,16,35,20,0.5,32,32,1.9125
2.56,8,16,35,20,0.5,64,16,1.97989
2.56,8,16,35,20,0.5,64,32,2.03079
2.56,8,16,35,20,0.5,128,16,3.05925
2.56,8,16,35,20,0.5,128,32,2.5986
2.56,8,16,35,20,1,32,16,1.80342
2.56,8,16,35,20,1,32,32,1.81334
2.56,8,16,35,20,1,64,16,1.87239
2.56,8,16,35,20,1,64,32,1.91305
2.56,8,16,35,20,1,128,16,2.95157
2.56,8,16,35,20,1,128,32,2.49569
2.56,8,16,35,20,2,32,16,1.73229
2.56,8,16,35,20,2,32,32,1.78042
2.56,8,16,35,20,2,64,16,1.85736
2.56,8,16,35,20,2,64,32,1.84572
2.56,8,16,35,20,2,128,16,2.90721
2.56,8,16,35,20,2,128,32,2.43083
2.56,8,16,35,35,0.5,32,16,1.87325
2.56,8,16,35,35,0.5,32,32,1.93835
2.56,8,16,35,35,0.5,64,16,1.98357
2.56,8,16,35,35,0.5,64,32,2.06102
2.56,8,16,35,35,0.5,128,16,3.09391
2.56,8,16,35,35,0.5,128,32,2.59009
2.56,8,16,35,35,1,32,16,1.80998
2.56,8,16,35,35,1,32,32,1.86492
2.56,8,16,35,35,1,64,16,1.91061
2.56,8,16,35,35,1,64,32,1.96139
2.56,8,16,35,35,1,128,16,2.97684
2.56,8,16,35,35,1,128,32,2.5369
2.56,8,16,35,35,2,32,16,1.78313
2.56,8,16,35,35,2,32,32,1.81734
2.56,8,16,35,35,2,64,16,1.88332
2.56,8,16,35,35,2,64,32,1.93324
2.56,8,16,35,35,2,128,16,2.99524
2.56,8,16,35,35,2,128,32,2.49409
2.56,8,16,35,70,0.5,32,16,2.26833
2.56,8,16,35,70,0.5,32,32,2.32382
2.56,8,16,35,70,0.5,64,16,2.40975
2.56,8,16,35,70,0.5,64,32,2.42948
2.56,8,16,35,70,0.5,128,16,3.4824
2.56,8,16,35,70,0.5,128,32,2.98634
2.56,8,16,35,70,1,32,16,2.37023
2.56,8,16,35,70,1,32,32,2.41605
2.56,8,16,35,70,1,64,16,2.51879
2.56,8,16,35,70,1,64,32,2.53507
2.56,8,16,35,70,1,128,16,3.59912
2.56,8,16,35,70,1,128,32,3.11181
2.56,8,16,35,70,2,32,16,2.34794
2.56,8,16,35,70,2,32,32,2.38055
2.56,8,16,35,70,2,64,16,2.50033
2.56,8,16,35,70,2,64,32,2.52009
2.56,8,16,35,70,2,128,16,3.55861
2.56,8,16,35,70,2,128,32,3.02215
2.56,8,16,70,10,0.5,32,16,1.84169
2.56,8,16,70,10,0.5,32,32,1.92116
2.56,8,16,70,10,0.5,64,16,1.96678
2.56,8,16,70,10,0.5,64,32,1.99768
2.56,8,16,70,10,0.5,128,16,3.05932
2.56,8,16,70,10,0.5,128,32,2.55343
2.56,8,16,70,10,1,32,16,1.80094
2.56,8,16,70,10,1,32,32,1.79953
2.56,8,16,70,10,1,64,16,1.89382
2.56,8,16,70,10,1,64,32,1.94341
2.56,8,16,70,10,1,128,16,2.96371
2.56,8,16,70,10,1,128,32,2.49557
2.56,8,16,70,10,2,32,16,1.71417
2.56,8,16,70,10,2,32,32,1.77385
2.56,8,16,70,10,2,64,16,1.83729
2.56,8,16,70,10,2,64,32,1.87486
2.56,8,16,70,10,2,128,16,2.88948
2.56,8,16,70,10,2,128,32,2.39818
2.56,8,16,70,20,0.5,32,16,1.94173
2.56,8,16,70,20,0.5,32,32,1.965
2.56,8,16,70,20,0.5,64,16,2.02951
2.56,8,16,70,20,0.5,64,32,2.11544
2.56,8,16,70,20,0.5,128,16,3.11355
2.56,8,16,70,20,0.5,128,32,2.62532
2.56,8,16,70,20,1,32,16,1.86031
2.56,8,16,70,20,1,32,32,1.87231
2.56,8,16,70,20,1,64,16,1.97365
2.56,8,16,70,20,1,64,32,1.9871
2.56,8,16,70,20,1,128,16,3.03066
2.56,8,16,70,20,1,128,32,2.57426
2.56,8,16,70,20,2,32,16,1.81194
2.56,8,16,70,20,2,32,32,1.84995
2.56,8,16,70,20,2,64,16,1.92272
2.56,8,16,70,20,2,64,32,1.95373
2.56,8,16,70,20,2,128,16,2.98479
2.56,8,16,70,20,2,128,32,2.49094
2.56,8,16,70,35,0.5,32,16,2.59393
2.56,8,16,70,35,0.5,32,32,2.63791
2.56,8,16,70,35,0.5,64,16,2.70501
2.56,8,16,70,35,0.5,64,32,2.7288
2.56,8,16,70,35,0.5,128,16,3.77732
2.56,8,16,70,35,0.5,128,32,3.26046
2.56,8,16,70,35,1,32,16,2.63638
2.56,8,16,70,35,1,32,32,2.6964
2.56,8,16,70,35,1,64,16,2.74835
2.56,8,16,70,35,1,64,32,2.78126
2.56,8,16,70,35,1,128,16,3.83852
2.56,8,16,70,35,1,128,32,3.33943
2.56,8,16,70,35,2,32,16,2.6129
2.56,8,16,70,35,2,32,32,2.65695
2.56,8,16,70,35,2,64,16,2.73774
2.56,8,16,70,35,2,64,32,2.76975
2.56,8,16,70,35,2,128,16,3.79526
2.56,8,16,70,35,2,128,32,3.30665
2.56,8,16,70,70,0.5,32,16,2.79042
2.56,8,16,70,70,0.5,32,32,2.85148
2.56,8,16,70,70,0.5,64,16,2.95494
2.56,8,16,70,70,0.5,64,32,2.98954
2.56,8,16,70,70,0.5,128,16,3.97969
2.56,8,16,70,70,0.5,128,32,3.51751
2.56,8,16,70,70,1,32,16,3.30478
2.56,8,16,70,70,1,32,32,3.33651
2.56,8,16,70,70,1,64,16,3.49308
2.56,8,16,70,70,1,64,32,3.48838
2.56,8,16,70,70,1,128,16,4.45458
2.56,8,16,70,70,1,128,32,4.09322
2.56,8,16,70,70,2,32,16,3.22848
2.56,8,16,70,70,2,32,32,3.28337
2.56,8,16,70,70,2,64,16,3.36658
2.56,8,16,70,70,2,64,32,3.41831
2.56,8,16,70,70,2,128,16,4.39331
2.56,8,16,70,70,2,128,32,3.98113
2.56,8,28,10,10,0.5,32,16,1.85788
2.56,8,28,10,10,0.5,32,32,1.8538
2.56,8,28,10,10,0.5,64,16,1.98003
2.56,8,28,10,10,0.5,64,32,1.97255
2.56,8,28,10,10,0.5,128,16,3.0454
2.56,8,28,10,10,0.5,128,32,2.51068
2.56,8,28,10,10,1,32,16,1.73537
2.56,8,28,10,10,1,32,32,1.78371
2.56,8,28,10,10,1,64,16,1.87116
2.56,8,28,10,10,1,64,32,1.87093
2.56,8,28,10,10,1,128,16,2.93048
2.56,8,28,10,10,1,128,32,2.43436
2.56,8,28,10,10,2,32,16,1.67795
2.56,8,28,10,10,2,32,32,1.711
2.56,8,28,10,10,2,64,16,1.80326
2.56,8,28,10,10,2,64,32,1.85096
2.56,8,28,10,10,2,128,16,2.89516
2.56,8,28,10,10,2,128,32,2.37133
2.56,8,28,10,20,0.5,32,16,1.85645
2.56,8,28,10,20,0.5,32,32,1.87891
2.56,8,28,10,20,0.5,64,16,1.94914
2.56,8,28,10,20,0.5,64,32,1.99516
2.56,8,28,10,20,0.5,128,16,3.00277
2.56,8,28,10,20,0.5,128,32,2.55868
2.56,8,28,10,20,1,32,16,1.72757
2.56,8,28,10,20,1,32,32,1.74587
2.56,8,28,10,20,1,64,16,1.86122
2.56,8,28,10,20,1,64,32,1.85572
2.56,8,28,10,20,1,128,16,2.9295
2.56,8,28,10,20,1,128,32,2.43974
2.56,8,28,10,20,2,32,16,1.67302
2.56,8,28,10,20,2,32,32,1.71784
2.56,8,28,10,20,2,64,16,1.77647
2.56,8,28,10,20,2,64,32,1.81304
2.56,8,28,10,20,2,128,16,2.88788
2.56,8,28,10,20,2,128,32,2.38727
2.56,8,28,10,35,0.5,32,16,1.79663
2.56,8,28,10,35,0.5,32,32,1.89617
2.56,8,28,10,35,0.5,64,16,1.93749
2.56,8,28,10,35,0.5,64,32,1.96906
2.56,8,28,10,35,0.5,128,16,3.0394
2.56,8,28,10,35,0.5,128,32,2.51989
2.56,8,28,10,35,1,32,16,1.72828
2.56,8,28,10,35,1,32,32,1.75966
2.56,8,28,10,35,1,64,16,1.84641
2.56,8,28,10,35,1,64,32,1.87917
2.56,8,28,10,35,1,128,16,2.94553
2.56,8,28,10,35,1,128,32,2.40976
2.56,8,28,10,35,2,32,16,1.69316
2.56,8,28,10,35,2,32,32,1.72326
2.56,8,28,10,35,2,64,16,1.80208
2.56,8,28,10,35,2,64,32,1.84398
2.56,8,28,10,35,2,128,16,2.8764
2.56,8,28,10,35,2,128,32,2.41271
2.56,8,28,10,70,0.5,32,16,1.86077
2.56,8,28,10,70,0.5,32,32,1.87433
2.56,8,28,10,70,0.5,64,16,1.97156
2.56,8,28,10,70,0.5,64,32,2.01305
2.56,8,28,10,70,0.5,128,16,3.02892
2.56,8,28,10,70,0.5,128,32,2.5618
2.56,8,28,10,70,1,32,16,1.75978
2.56,8,28,10,70,1,32,32,1.75977
2.56,8,28,10,70,1,64,16,1.86152
2.56,8,28,10,70,1,64,32,1.86039
2.56,8,28,10,70,1,128,16,2.9563
2.56,8,28,10,70,1,128,32,2.46389
2.56,8,28,10,70,2,32,16,1.67838
2.56,8,28,10,70,2,32,32,1.72994
2.56,8,28,10,70,2,64,16,1.79464
2.56,8,28,10,70,2,64,32,1.80737
2.56,8,28,10,70,2,128,16,2.86641
2.56,8,28,10,70,2,128,32,2.41206
2.56,8,28,20,10,0.5,32,16,1.84005
2.56,8,28,20,10,0.5,32,32,1.86302
2.56,8,28,20,10,0.5,64,16,1.94612
2.56,8,28,20,10,0.5,64,32,1.9986
2.56,8,28,20,10,0.5,128,16,3.04943
2.56,8,28,20,10,0.5,128,32,2.51992
2.56,8,28,20,10,1,32,16,1.75112
2.56,8,28,20,10,1,32,32,1.8148
2.56,8,28,20,10,1,64,16,1.83445
2.56,8,28,20,10,1,64,32,1.87221
2.56,8,28,20,10,1,128,16,2.936
2.56,8,28,20,10,1,128,32,2.41459
2.56,8,28,20,10,2,32,16,1.68607
2.56,8,28,20,10,2,32,32,1.72515
2.56,8,28,20,10,2,64,16,1.77915
2.56,8,28,20,10,2,64,32,1.82049
2.56,8,28,20,10,2,128,16,2.86931
2.56,8,28,20,10,2,128,32,2.37941
2.56,8,28,20,20,0.5,32,16,1.85518
2.56,8,28,20,20,0.5,32,32,1.91691
2.56,8,28,20,20,0.5,64,16,1.93136
2.56,8,28,20,20,0.5,64,32,1.96255
2.56,8,28,20,20,0.5,128,16,3.06047
2.56,8,28,20,20,0.5,128,32,2.51503
2.56,8,28,20,20,1,32,16,1.7343
2.56,8,28,20,20,1,32,32,1.76367
2.56,8,28,20,20,1,64,16,1.88602
2.56,8,28,20,20,1,64,32,1.87937
2.56,8,28,20,20,1,128,16,2.92667
2.56,8,28,20,20,1,128,32,2.45818
2.56,8,28,20,20,2,32,16,1.68742
2.56,8,28,20,20,2,32,32,1.67935
2.56,8,28,20,20,2,64,16,1.77745
2.56,8,28,20,20,2,64,32,1.81305
2.56,8,28,20,20,2,128,16,2.90463
2.56,8,28,20,20,2,128,32,2.37255
2.56,8,28,20,35,0.5,32,16,1.83616
2.56,8,28,20,35,0.5,32,32,1.88228
2.56,8,28,20,35,0.5,64,16,1.96327
2.56,8,28,20,35,0.5,64,32,1.97868
2.56,8,28,20,35,0.5,128,16,3.02728
2.56,8,28,20,35,0.5,128,32,2.56062
2.56,8,28,20,35,1,32,16,1.74013
2.56,8,28,20,35,1,32,32,1.77899
2.56,8,28,20,35,1,64,16,1.83413
2.56,8,28,20,35,1,64,32,1.88739
2.56,8,28,20,35,1,128,16,2.95539
2.56,8,28,20,35,1,128,32,2.50928
2.56,8,28,20,35,2,32,16,1.68528
2.56,8,28,20,35,2,32,32,1.73084
2.56,8,28,20,35,2,64,16,1.79892
2.56,8,28,20,35,2,64,32,1.83197
2.56,8,28,20,35,2,128,16,2.86199
2.56,8,28,20,35,2,128,32,2.3949
2.56,8,28,20,70,0.5,32,16,1.85975
2.56,8,28,20,70,0.5,32,32,1.87993
2.56,8,28,20,70,0.5,64,16,1.92457
2.56,8,28,20,70,0.5,64,32,1.96857
2.56,8,28,20,70,0.5,128,16,3.02573
2.56,8,28,20,70,0.5,128,32,2.58008
2.56,8,28,20,70,1,32,16,1.78915
2.56,8,28,20,70,1,32,32,1.85435
2.56,8,28,20,70,1,64,16,1.92355
2.56,8,28,20,70,1,64,32,1.95971
2.56,8,28,20,70,1,128,16,3.02755
2.56,8,28,20,70,1,128,32,2.49439
2.56,8,28,20,70,2,32,16,1.75555
2.56,8,28,20,70,2,32,32,1.81596
2.56,8,28,20,70,2,64,16,1.86691
2.56,8,28,20,70,2,64,32,1.90107
2.56,8,28,20,70,2,128,16,2.94653
2.56,8,28,20,70,2,128,32,2.51439
2.56,8,28,35,10,0.5,32,16,1.85281
2.56,8,28,35,10,0.5,32,32,1.83724
2.56,8,28,35,10,0.5,64,16,1.96537
2.56,8,28,35,10,0.5,64,32,1.96604
2.56,8,28,35,10,0.5,128,16,3.03505
2.56,8,28,35,10,0.5,128,32,2.50574
2.56,8,28,35,10,1,32,16,1.7622
2.56,8,28,35,10,1,32,32,1.77692
2.56,8,28,35,10,1,64,16,1.87383
2.56,8,28,35,10,1,64,32,1.88548
2.56,8,28,35,10,1,128,16,2.92227
2.56,8,28,35,10,1,128,32,2.39709
2.56,8,28,35,10,2,32,16,1.68018
2.56,8,28,35,10,2,32,32,1.75573
2.56,8,28,35,10,2,64,16,1.80417
2.56,8,28,35,10,2,64,32,1.82167
2.56,8,28,35,10,2,128,16,2.93248
2.56,8,28,35,10,2,128,32,2.36017
2.56,8,28,35,20,0.5,32,16,1.8284
2.56,8,28,35,20,0.5,32,32,1.84627
2.56,8,28,35,20,0.5,64,16,1.97585
2.56,8,28,35,20,0.5,64,32,2.00259
2.56,8,28,35,20,0.5,128,16,3.01047
2.56,8,28,35,20,0.5,128,32,2.51631
2.56,8,28,35,20,1,32,16,1.74287
2.56,8,28,35,20,1,32,32,1.78522
2.56,8,28,35,20,1,64,16,1.83836
2.56,8,28,35,20,1,64,32,1.89771
2.56,8,28,35,20,1,128,16,2.95106
2.56,8,28,35,20,1,128,32,2.42022
2.56,8,28,35,20,2,32,16,1.67658
2.56,8,28,35,20,2,32,32,1.70146
2.56,8,28,35,20,2,64,16,1.77789
2.56,8,28,35,20,2,64,32,1.83493
2.56,8,28,35,20,2,128,16,2.85699
2.56,8,28,35,20,2,128,32,2.33781
2.56,8,28,35,35,0.5,32,16,1.85162
2.56,8,28,35,35,0.5,32,32,1.89333
2.56,8,28,35,35,0.5,64,16,2.02712
2.56,8,28,35,35,0.5,64,32,1.98942
2.56,8,28,35,35,0.5,128,16,3.06901
2.56,8,28,35,35,0.5,128,32,2.54461
2.56,8,28,35,35,1,32,16,1.78286
2.56,8,28,35,35,1,32,32,1.84413
2.56,8,28,35,35,1,64,16,1.96602
2.56,8,28,35,35,1,64,32,1.95241
2.56,8,28,35,35,1,128,16,3.00217
2.56,8,28,35,35,1,128,32,2.50768
2.56,8,28,35,35,2,32,16,1.79904
2.56,8,28,35,35,2,32,32,1.84666
2.56,8,28,35,35,2,64,16,1.92949
2.56,8,28,35,35,2,64,32,1.9552
2.56,8,28,35,35,2,128,16,2.99335
2.56,8,28,35,35,2,128,32,2.486
2.56,8,28,35,70,0.5,32,16,2.21238
2.56,8,28,35,70,0.5,32,32,2.24294
2.56,8,28,35,70,0.5,64,16,2.31274
2.56,8,28,35,70,0.5,64,32,2.3442
2.56,8,28,35,70,0.5,128,16,3.40423
2.56,8,28,35,70,0.5,128,32,2.90377
2.56,8,28,35,70,1,32,16,2.32721
2.56,8,28,35,70,1,32,32,2.34262
2.56,8,28,35,70,1,64,16,2.42562
2.56,8,28,35,70,1,64,32,2.47864
2.56,8,28,35,70,1,128,16,3.50765
2.56,8,28,35,70,1,128,32,3.0177
2.56,8,28,35,70,2,32,16,2.34017
2.56,8,28,35,70,2,32,32,2.37368
2.56,8,28,35,70,2,64,16,2.45389
2.56,8,28,35,70,2,64,32,2.49434
2.56,8,28,35,70,2,128,16,3.50255
2.56,8,28,35,70,2,128,32,2.99121
2.56,8,28,70,10,0.5,32,16,1.82008
2.56,8,28,70,10,0.5,32,32,1.8789
2.56,8,28,70,10,0.5,64,16,1.95166
2.56,8,28,70,10,0.5,64,32,1.98014
